exercise_id,exercise_name_he,location,level,borrowed_from_method,borrowed_from_location
tqu4x2f4Zb8FUeokI0aL,החזקת מקבילים,service,5,החזקת מקבילים בפארק,park
2Fl1kzroDz81c4gbuKlU,החזקת מתח ב-15°,service,6,החזקת מתח ב-15° בפארק,park
C8AORxqqLojlgKhEiekN,שרימפ סקוואט בתמיכת רגל,service,6,שרימפ סקוואט בתמיכת רגל בפארק,park
fuNkwOpFCxk1xLuWGgtW,קפיצה גובה אגן,service,6,קפיצה גובה אגן בפארק,park
g9078RNsKL3NmNYQK5Zx,סקוואט קשתים טווח חלקי,service,6,סקוואט קשתים טווח חלקי בפארק,park
wKGGFlDiIZDukG4MVoHD,החזקת מתח ב-120°,service,6,החזקת מתח ב-120° בפארק,park
LO3I1YoeYOUtt4AuzWy6,סיסי סקוואט טווח חלקי,service,7,סיסי סקוואט טווח חלקי בפארק,park
SLYwYGa0S8N7XSzSsTkc,החזקת מתח ב-90°,service,7,החזקת מתח ב-90° בפארק,park
bilfw71EhTkDTSv759sV,החזקת מקבילים ב-90°,service,7,החזקת מקבילים ב-90° בפארק,park
gZqAE68NQJnREu60C88S,שכיבות סמיכה מרפקים צמודים,service,7,שכיבות סמיכה מרפקים צמודים בפארק,park
i9WbX3wse5v1glqbyE9T,מתח טווח עליון,service,7,מתח טווח עליון בפארק,park
0XUsTtJ7pSclRqgJAqFJ,מקבילים אקצנטרי,service,8,מקבילים אקצנטרי בפארק,park
68xum7WRurKikYoKPrjB,מתח אקצנטרי,service,8,מתח אקצנטרי בפארק,park
9BBOvu1SNMzNxgPun8ZH,עמידת פייק,service,8,עמידת פייק בפארק,park
9ZTyLTiFe5TxI2jVbuPZ,מתח טווח תחתון,service,8,מתח טווח תחתון בפארק,park
CybbIJXFkL7ZxvKkIiQE,שכיבות סמיכה יהלום,service,8,שכיבות סמיכה יהלום בפארק,park
hSungsi3vi6nm7rQLHlP,שרימפ סקוואט בלי ידיים,service,8,שרימפ סקוואט בלי ידיים בפארק,park
ngkItZpohyxbqrshlVpk,סקוואט קשתים,service,8,סקוואט קשתים בפארק,park
KXt9e7KXCi6teocBmhHR,מקבילים עם גומייה דקה,service,9,מקבילים עם גומייה דקה בפארק,park
ZyLOv94JNxsC3urlqMMw,מתח עם גומייה דקה,service,9,מתח עם גומייה דקה בפארק,park
5Sex2i0m3X7PE3SicCHk,שכיבות סמיכה שיפוע שלילי,service,10,שכיבות סמיכה שיפוע שלילי בפארק,park
99Zbf5ZwAhb9YBo3uelF,סיסי סקוואט אקצנטרי,service,10,סיסי סקוואט אקצנטרי בפארק,park
G9WQ109opm7vPRrnYsHW,מתח סופינציה,service,10,מתח סופינציה בפארק,park
GEWFBnyTrhoe4HVon0H0,שכיבות סמיכה מתפרץ,service,10,שכיבות סמיכה מתפרץ בפארק,park
hSVTgimudJNF5uVF7DfM,מקבילים,service,10,מקבילים בפארק,park
mDPDDIYx8JEqrwSamDqa,שכיבות סמיכה ספינקס,service,11,שכיבות סמיכה ספינקס בפארק,park
sPASfuHeE1eAFQgHrE5z,מתח,service,11,מתח בפארק,park
MwH75rBMKq65J9B86yUq,שכיבות סמיכה פייק,service,12,שכיבות סמיכה פייק בפארק,park
WQBYjQxJEc9Y6FWHigTH,עמידת פייק גובה ברך,service,13,עמידת פייק גובה ברך בפארק,park
7G0s5hR2qyc6tSRZsplm,שכיבות סמיכה פייק גובה ברך,service,14,שכיבות סמיכה פייק גובה ברך בפארק,park
ANvq7ORET7uhLRK4XP6X,הליכות קיר,service,14,הליכות קיר בפארק,park
q4o11pc4r1c7tUfCKse5,שכיבות סמיכה קשתים,service,14,שכיבות סמיכה קשתים בפארק,park
PVqGiE3xg76Dg0EXUsqZ,עמידת ידיים חזה לקיר,service,15,עמידת ידיים חזה לקיר בפארק,park
862hyZowOu16yxls8MWf,שכיבות סמיכה פייק עמוקות גובה אגן,service,16,שכיבות סמיכה פייק עמוקות גובה אגן בפארק,park
J1OjYnCc9FkhU0jnlnOC,מתח מתפרץ גבוה,service,16,מתח מתפרץ גבוה בפארק,park
1Ievv4bUCLrhl4kSJjt1,חתירות ב-60°,park,1,חתירות ב-60° באמצעות רצועות trx מתכווננות,park
1Ievv4bUCLrhl4kSJjt1,חתירות ב-60°,park,1,חתירות ב-60° באמצעות רצועות trx מתכווננות,park
1Ievv4bUCLrhl4kSJjt1,חתירות ב-60°,park,1,חתירות ב-60° באמצעות רצועות trx מתכווננות,park
gkc3KYN1tG5wX59OJbsM,חתירות ב-75°,park,1,חתירות ב-75° באמצעות רצועות trx מתכווננות ,park
gkc3KYN1tG5wX59OJbsM,חתירות ב-75°,park,1,חתירות ב-75° באמצעות רצועות trx מתכווננות ,park
w2uCZ8u7q5i09EFxzOCB,שכיבות סמיכה ב-60°,park,1,שכיבות סמיכה ב-60° על סולם בפארק,park
lNwM1Ft8IFxFtgXjQSIF,חתירות ב-45°,park,2,חתירות ב-45° באמצעות רצועות trx מתכווננות,park
lNwM1Ft8IFxFtgXjQSIF,חתירות ב-45°,park,2,חתירות ב-45° באמצעות רצועות trx מתכווננות,park
lNwM1Ft8IFxFtgXjQSIF,חתירות ב-45°,park,2,חתירות ב-45° באמצעות רצועות trx מתכווננות,park
LL5swCTdRecKz2MLTkEJ,חתירות ב-30°,park,3,חתירות ב-30° באמצעות רצועות trx מתכווננות,park
LL5swCTdRecKz2MLTkEJ,חתירות ב-30°,park,3,חתירות ב-30° באמצעות רצועות trx מתכווננות,park
LL5swCTdRecKz2MLTkEJ,חתירות ב-30°,park,3,חתירות ב-30° באמצעות רצועות trx מתכווננות,park
kF3kYAMIEf2jyAHwS7qf,פשיטת מרפקים על ספסל,park,3,פשיטת מרפק על ספסל בפארק,park
rUIkmXn3wSpWdt3QbZ2C,החזקת חתירה ב-90° מעלות במרפק,park,3,החזקת חתירה ב-90° מעלות במרפק באמצעות רצועות trx מתכווננות,park
rUIkmXn3wSpWdt3QbZ2C,החזקת חתירה ב-90° מעלות במרפק,park,3,החזקת חתירה ב-90° מעלות במרפק באמצעות רצועות trx מתכווננות,park
rUIkmXn3wSpWdt3QbZ2C,החזקת חתירה ב-90° מעלות במרפק,park,3,החזקת חתירה ב-90° מעלות במרפק באמצעות רצועות trx מתכווננות,park
pJdp23bQz6WRrkiPz3H2,חתירות ב-15° עם ברכיים כפופות,park,4,חתירות ב-15° ברכיים כפופות באמצעות רצועות trx מתכווננות,park
pJdp23bQz6WRrkiPz3H2,חתירות ב-15° עם ברכיים כפופות,park,4,חתירות ב-15° ברכיים כפופות באמצעות רצועות trx מתכווננות,park
s8Vik8xmESBfh6HTGmXx,מתח אקצנטרי עם תמיכה,park,5,מתח אקצנטרי עם תמיכה בפארק,park
2Fl1kzroDz81c4gbuKlU,החזקת מתח ב-15°,park,6,החזקת מתח ב-15° בפארק,park
CFhoMTpjSMjXAlUG4xFw,מתח עם גומייה עבה,park,6,מתח עם גומייה עבה בפארק,park
wKGGFlDiIZDukG4MVoHD,החזקת מתח ב-120°,park,6,החזקת מתח ב-120° בפארק,park
SLYwYGa0S8N7XSzSsTkc,החזקת מתח ב-90°,park,7,החזקת מתח ב-90° בפארק,park
UsdsWvP2QPERD0S0lJVI,מתח עם גומייה בינונית,park,7,מתח עם גומייה בינונית בפארק,park
i9WbX3wse5v1glqbyE9T,מתח טווח עליון,park,7,מתח טווח עליון בפארק,park
68xum7WRurKikYoKPrjB,מתח אקצנטרי,park,8,מתח אקצנטרי בפארק,park
9ZTyLTiFe5TxI2jVbuPZ,מתח טווח תחתון,park,8,מתח טווח תחתון בפארק,park
ZyLOv94JNxsC3urlqMMw,מתח עם גומייה דקה,park,9,מתח עם גומייה דקה בפארק,park
gEEbTNLGhfAIGMCaDCI9,מתח אקצנטרי עם החזקות,park,9,מתח אקצנטרי עם החזקות בפארק,park
ErRjOw4bfgMpMOGox75p,משיכות Y,park,10,משיכות Y באמצעות טבעות אישיות בפארק,park
ErRjOw4bfgMpMOGox75p,משיכות Y,park,10,משיכות Y באמצעות טבעות אישיות בפארק,park
FYBDtK6zKGBjaxMNBjJN,משיכות פנים,park,10,משיכות פנים באמצעות רצועות trx קבוע,park
FYBDtK6zKGBjaxMNBjJN,משיכות פנים,park,10,משיכות פנים באמצעות רצועות trx קבוע,park
G9WQ109opm7vPRrnYsHW,מתח סופינציה,park,10,מתח סופינציה בפארק,park
sPASfuHeE1eAFQgHrE5z,מתח,park,11,מתח בפארק,park
btdTyf1wUlNJviGkXWRT,חתירות קשתים ב-45°,park,12,חתירות קשתים ב-45° באמצעות רצועות trx רגיל בפארק,park
btdTyf1wUlNJviGkXWRT,חתירות קשתים ב-45°,park,12,חתירות קשתים ב-45° באמצעות רצועות trx רגיל בפארק,park
SX7oDYmT5RmKnbxbE6Ju,כפיפת מרפקים במשקל גוף 45°,park,13,כפיפת מרפקים במשקל גוף עם טבעות בפארק,park
VnLIyB2OtNdPO7Dgl0P6,סקין דה קאט בטאק (סיבוב על הטבעות בטאק),park,13,סקין דה קאט טאק (סיבוב על הטבעות טאק) בפארק,park
aSZkQwSZNbaZoPZtxn5q,בק לבר בטאק,park,13,בק לבר בטאק על מוט בפארק,park
xDcrnqdzgPVeoDcDBoxc,חתירות קשתים ב-30°,park,13,חתירות קשתים ב-30° באמצעות רצועות trx רגיל בפארק,park
xDcrnqdzgPVeoDcDBoxc,חתירות קשתים ב-30°,park,13,חתירות קשתים ב-30° באמצעות רצועות trx רגיל בפארק,park
nCze4KVY6zUMkzYISWf1,מתח עם החזקות,park,14,מתח עם החזקות בפארק,park
r6F53Wm92MuJiDRQsEdp,הרמות פרונט לבר בטאק,park,14,הרמות פרונט לבר בטאק בפארק עם מוט ,park
vdsST9Joc5fpZzCgpDbq,פרונט לבר בטאק,park,14,פרונט לבר בטאק בפארק עם מוט ,park
aZPJ8uG279yATHs2mkba,חתירות יד אחת ב-45°,park,15,חתירות חד אחת ב-45° באמצעות רצועות TRX בפארק,park
fO2Sk5fpdHBYL239gXLE,כפיפת מרפקים במשקל גוף 30°,park,15,כפיפת מרפקים במשקל גוף עם טבעות בפארק,park
pgF5rdC4szYH0xGDoZWj,פרונט לבר בטאק מתקדם עם גומייה,park,15,פרונט לבר בטאק מתקדם עם גומייה בפארק עם מוט ,park
Am5MHd1RothiK0lvlXAF,מתח מכונת כתיבה (Typewriter),park,16,מתח מכונת כתיבה בפארק,park
VS3FjnFAgULO96XLMK72,דדליפט הפוך,park,16,דדליפט הפוך בפארק עם מוט ,park
s9wsh3t7hrr49oxJK6uI,פרונט לבר בטאק מתקדם,park,16,פרונט לבר בטאק מתקדם בפארק עם מוט ,park
H9ySMJX46OSm3TgpGn3l,הרמות פרונט לבר בטאק מתקדם,park,17,הרמות פרונט לבר בטאק מתקדם בפארק עם מוט ,park
awTUBO1WaFwllqE2XSwX,פרונט לבר יהלום עם גומייה,park,17,פרונט לבר יהלום עם גומייה בפארק עם מוט ,park
USVeZ8mvQNeaconZ9KuG,פרונט לבר יהלום,park,18,פרונט לבר יהלום בפארק עם מוט ,park
ecr0mBSRkTq6nQ8RVN91,שכיבות סמיכה,airport,5,שכיבות סמיכה בפארק,park
gZqAE68NQJnREu60C88S,שכיבות סמיכה מרפקים צמודים,airport,7,שכיבות סמיכה מרפקים צמודים בפארק,park
CybbIJXFkL7ZxvKkIiQE,שכיבות סמיכה יהלום,airport,8,שכיבות סמיכה יהלום בפארק,park
mMW69g4YfMnlNGuLQgne,הרמות רגליים בישיבת פייק/L,airport,8,הרמות רגליים בישיבת פייק בפארק,park
0bUiqoNXseMCAR2IGuKu,שכיבות סמיכה סופינציה,airport,10,שכיבות סמיכה סופינציה בפארק,park
5Sex2i0m3X7PE3SicCHk,שכיבות סמיכה שיפוע שלילי,airport,10,שכיבות סמיכה שיפוע שלילי בפארק,park
GEWFBnyTrhoe4HVon0H0,שכיבות סמיכה מתפרץ,airport,10,שכיבות סמיכה מתפרץ בפארק,park
mDPDDIYx8JEqrwSamDqa,שכיבות סמיכה ספינקס,airport,11,שכיבות סמיכה ספינקס בפארק,park
E03CQ89CeVwQlVkjxR0d,הישענות פסודו פלאנץ׳,airport,13,הישענות פסודו פלאנץ׳ בפארק,park
PM16d9WoigHe5Z7SDRCt,פשיטת מרפקים למתקדמים,airport,13,פשיטת מרפקים למתקדמים בפארק,park
UdcGfuqfagFg4g3pB1yt,שכיבות סמיכה קשתים בפישוק,airport,13,שכיבות סמיכה קשתים בפישוק בפארק,park
q4o11pc4r1c7tUfCKse5,שכיבות סמיכה קשתים,airport,14,שכיבות סמיכה קשתים בפארק,park
IHHbt3DABJGof6QxaeVg,פלאנץ׳ בטאק,airport,16,פלאנץ׳ בטאק בפארק,park
T95vtujpj07Tq4jRvRxf,עמידת ידיים,airport,20,עמידת ידיים בפארק,park
oIOh1yoQtRmVb3zr3Kf9,עליית כוח בעזרת גומייה,gym,9,עליית כוח בעזרת גומייה על מוט בפארק,park
4ce7GeLA60a6zxtbDBW1,עליית כוח בעזרת תנופה,gym,10,עליית כוח בעזרת תנופה על מוט בפארק,park
